date,campaign_id,spend,impressions,bid_requests,win_rate,installs,retained_users,attributed_revenue,cpi,roas,d7_retention,pacing_index,contextual_fit,signal_coverage,creative_fatigue,measurement_reliability,predicted_value_index
2026-03-15,CMP006,7080,6076204,14681256,0.414,1245,479,12622.13,5.69,1.78,0.385,1.001,0.693,0.827,0.365,0.75,84.4
2026-03-16,CMP006,7129,4922945,12860009,0.383,1180,452,18281.56,6.04,2.56,0.383,1.008,0.905,0.91,0.465,0.636,88.9
2026-03-17,CMP006,5716,3968716,9994847,0.397,1182,495,12172.74,4.84,2.13,0.419,0.808,0.76,0.782,0.358,0.854,85.6
2026-03-18,CMP006,7159,3717725,11487265,0.324,1183,507,18941.75,6.05,2.65,0.429,1.012,0.732,0.829,0.528,0.859,90.2
2026-03-19,CMP006,5611,3674683,8672015,0.424,1097,413,14742.72,5.11,2.63,0.376,0.794,0.723,0.925,0.472,0.792,92.7
2026-03-20,CMP006,5517,2461540,7907670,0.311,860,323,9867.05,6.42,1.79,0.376,0.78,0.827,0.773,0.636,0.868,79.5
2026-03-21,CMP006,7360,6207267,15081431,0.412,1472,624,19185.95,5.0,2.61,0.424,1.041,0.704,0.911,0.407,0.938,88.1
2026-03-22,CMP006,5212,3946999,9168004,0.431,787,282,11911.41,6.62,2.29,0.358,0.737,0.686,0.929,0.641,0.99,84.7
2026-03-23,CMP006,5039,2209688,5046627,0.438,1192,466,11567.07,4.23,2.3,0.391,0.713,0.934,0.724,0.526,0.628,92.2
2026-03-24,CMP006,5521,4252237,11026906,0.386,1091,429,10812.32,5.06,1.96,0.393,0.781,0.784,0.732,0.424,0.805,85.4
2026-03-25,CMP006,5360,2874106,7234404,0.397,1129,464,12847.36,4.75,2.4,0.411,0.758,0.749,0.929,0.602,0.883,91.1
2026-03-26,CMP006,4294,2226084,5839102,0.381,803,347,8588.91,5.35,2.0,0.432,0.607,0.732,0.829,0.64,0.813,82.3
2026-03-27,CMP006,6788,4331063,14046173,0.308,1249,461,15502.78,5.43,2.28,0.369,0.96,0.85,0.653,0.597,0.858,84.5
2026-03-28,CMP006,5707,3903645,9404723,0.415,1034,392,13719.71,5.52,2.4,0.379,0.807,0.837,0.902,0.507,0.99,91.3
2026-03-29,CMP006,5819,3698401,11446984,0.323,1247,536,14886.89,4.67,2.56,0.43,0.823,0.866,0.949,0.487,0.897,94.4
2026-03-30,CMP006,5080,3956878,10243284,0.386,834,321,12917.11,6.09,2.54,0.385,0.718,0.904,0.839,0.52,0.978,89.9
2026-03-31,CMP006,6995,5155233,14940372,0.345,1312,522,11198.87,5.33,1.6,0.398,0.989,0.783,0.668,0.731,0.667,74.7
2026-04-01,CMP006,6342,5145090,16252721,0.317,1215,523,13419.64,5.22,2.12,0.43,0.897,0.806,0.88,0.679,0.795,79.0
2026-04-02,CMP006,6156,3870996,9026188,0.429,1350,542,16875.38,4.56,2.74,0.401,0.871,0.797,0.774,0.607,0.786,91.4
2026-04-03,CMP006,6568,4483235,10141437,0.442,1213,477,11658.89,5.41,1.78,0.393,0.929,0.832,0.99,0.751,0.865,87.2
2026-04-04,CMP006,7051,3576037,8217994,0.435,1441,518,13959.79,4.89,1.98,0.359,0.997,0.695,0.982,0.552,0.936,90.0
2026-04-05,CMP006,4920,3785645,8586054,0.441,755,297,10206.28,6.52,2.07,0.393,0.696,0.762,0.99,0.749,0.979,78.9
2026-04-06,CMP006,6948,2644795,6012711,0.44,1411,577,14475.01,4.92,2.08,0.409,0.983,0.852,0.932,0.616,0.522,84.4
2026-04-07,CMP006,7766,4163929,13270050,0.314,1630,681,19305.71,4.76,2.49,0.418,1.098,0.898,0.94,0.772,0.831,93.3
2026-04-08,CMP006,6621,3679127,11339733,0.324,1370,604,15733.8,4.83,2.38,0.441,0.936,0.915,0.746,0.652,0.541,80.9
2026-04-09,CMP006,6585,4388953,10422843,0.421,1295,545,14056.36,5.08,2.13,0.421,0.931,0.731,0.578,0.731,0.601,76.0
2026-04-10,CMP006,4146,2716996,6156953,0.441,818,305,8356.0,5.07,2.02,0.373,0.586,0.723,0.844,0.713,0.762,78.7
2026-04-11,CMP006,7112,5794523,16971698,0.341,1426,595,14760.54,4.99,2.08,0.417,1.006,0.841,0.674,0.602,0.856,89.1
2026-04-12,CMP006,6953,2533256,6431514,0.394,1435,643,15215.76,4.85,2.19,0.448,0.983,0.932,0.809,0.839,0.56,88.0
2026-04-13,CMP006,8027,3778296,10318703,0.366,1322,550,13793.85,6.07,1.72,0.416,1.135,0.694,0.871,0.822,0.856,75.8
2026-04-14,CMP006,9051,3411132,9785927,0.349,1571,562,21388.66,5.76,2.36,0.358,1.28,0.708,0.851,0.874,0.777,78.6
2026-04-15,CMP006,5306,2402752,6407371,0.375,1095,474,11069.34,4.85,2.09,0.433,0.75,0.83,0.938,0.726,0.783,87.8
2026-04-16,CMP006,6929,2751000,8928797,0.308,1381,588,17087.83,5.02,2.47,0.426,0.98,0.802,0.683,0.74,0.768,87.7
2026-04-17,CMP006,7288,4765310,15734977,0.303,1268,514,16453.79,5.75,2.26,0.405,1.031,0.84,0.717,0.698,0.779,77.5
2026-04-18,CMP006,5620,3853844,10112731,0.381,1025,414,9326.83,5.48,1.66,0.404,0.795,0.79,0.842,0.742,0.843,80.6
2026-04-19,CMP006,6445,3092870,7960011,0.389,998,414,14747.4,6.46,2.29,0.415,0.911,0.839,0.99,0.823,0.596,85.3
2026-04-20,CMP006,6340,5284696,14248743,0.371,1297,494,14608.39,4.89,2.3,0.381,0.897,0.899,0.79,0.918,0.964,87.8
2026-04-21,CMP006,6839,3739698,9346876,0.4,1235,452,15445.88,5.54,2.26,0.366,0.967,0.807,0.759,0.823,0.804,86.6
2026-04-22,CMP006,6829,4050421,12830121,0.316,1414,567,17845.84,4.83,2.61,0.401,0.966,0.819,0.808,0.926,0.888,83.6
2026-02-18,CMP007,2893,1326419,4364896,0.304,1403,379,6269.32,2.06,2.17,0.27,0.827,0.478,0.99,0.063,0.99,89.2
2026-02-19,CMP007,2518,1351969,3309428,0.409,1157,327,4723.78,2.18,1.88,0.283,0.72,0.442,0.61,0.238,0.63,73.0
2026-02-20,CMP007,2979,1801533,5166538,0.349,1595,457,7953.29,1.87,2.67,0.287,0.851,0.644,0.759,0.256,0.905,90.3
2026-02-21,CMP007,2355,1937016,5204179,0.372,1066,313,4309.33,2.21,1.83,0.294,0.673,0.482,0.801,0.204,0.855,86.8
2026-02-22,CMP007,3538,2661898,8088662,0.329,1656,551,6590.49,2.14,1.86,0.333,1.011,0.563,0.66,0.289,0.99,78.1
2026-02-23,CMP007,4480,3498594,11275555,0.31,2022,649,11475.65,2.22,2.56,0.321,1.28,0.593,0.809,0.284,0.787,87.1
2026-02-24,CMP007,3842,2136020,5357552,0.399,2034,666,8299.21,1.89,2.16,0.327,1.098,0.472,0.908,0.329,0.87,78.4
2026-02-25,CMP007,3094,2243139,6917978,0.324,1582,483,7665.4,1.96,2.48,0.305,0.884,0.598,0.948,0.343,0.958,84.1
2026-02-26,CMP007,3819,1523857,3755963,0.406,2158,670,7461.59,1.77,1.95,0.31,1.091,0.543,0.754,0.195,0.99,86.1
2026-02-27,CMP007,3980,2759976,9680061,0.285,2085,589,7216.39,1.91,1.81,0.282,1.137,0.496,0.596,0.284,0.814,80.0
2026-02-28,CMP007,4480,1703106,4302429,0.396,2458,753,10831.63,1.82,2.42,0.306,1.28,0.58,0.572,0.306,0.926,81.7
2026-03-01,CMP007,2562,1504066,3948842,0.381,1523,507,4577.72,1.68,1.79,0.333,0.732,0.505,0.99,0.301,0.759,88.3
2026-03-02,CMP007,3167,2418346,8373494,0.289,1081,298,5829.98,2.93,1.84,0.276,0.905,0.428,0.862,0.398,0.989,73.1
2026-03-03,CMP007,3023,1606139,4567556,0.352,1258,356,5354.26,2.4,1.77,0.283,0.864,0.658,0.741,0.231,0.971,79.5
2026-03-04,CMP007,3787,3031206,9252519,0.328,1736,488,9293.12,2.18,2.45,0.281,1.082,0.659,0.791,0.272,0.648,81.6
2026-03-05,CMP007,2977,1996500,5151481,0.388,1547,482,8198.84,1.92,2.75,0.312,0.851,0.641,0.741,0.187,0.721,93.3
2026-03-06,CMP007,4480,3412341,11170776,0.305,1914,628,9855.03,2.34,2.2,0.328,1.28,0.522,0.99,0.421,0.613,80.8
2026-03-07,CMP007,2711,2062035,7003223,0.294,1092,331,5859.54,2.48,2.16,0.303,0.775,0.43,0.773,0.257,0.689,75.8
2026-03-08,CMP007,3216,2433287,8851463,0.275,1475,434,5476.21,2.18,1.7,0.294,0.919,0.62,0.734,0.32,0.737,83.0
2026-03-09,CMP007,2526,1318184,4264435,0.309,1496,423,6591.49,1.69,2.61,0.283,0.722,0.57,0.771,0.261,0.99,87.0
2026-03-10,CMP007,3149,1239109,4386920,0.282,1400,416,5075.56,2.25,1.61,0.297,0.9,0.624,0.588,0.337,0.942,81.7
2026-03-11,CMP007,3040,1989656,6757105,0.294,1343,458,6387.02,2.26,2.1,0.341,0.869,0.674,0.6,0.304,0.953,89.3
2026-03-12,CMP007,3334,2326343,6628617,0.351,1882,516,5937.99,1.77,1.78,0.274,0.953,0.508,0.99,0.278,0.766,88.4
2026-03-13,CMP007,3200,1971660,6655121,0.296,1404,493,5633.68,2.28,1.76,0.351,0.914,0.619,0.684,0.48,0.77,78.9
2026-03-14,CMP007,2173,1745564,4819850,0.362,1086,335,4169.35,2.0,1.92,0.308,0.621,0.51,0.766,0.355,0.774,79.4
2026-03-15,CMP007,3724,3098321,7637823,0.406,1519,420,7865.07,2.45,2.11,0.276,1.064,0.43,0.819,0.49,0.618,71.9
2026-03-16,CMP007,3095,2243782,7905078,0.284,1709,499,7296.73,1.81,2.36,0.292,0.884,0.644,0.8,0.497,0.739,86.1
2026-03-17,CMP007,3245,1395103,4506481,0.31,1583,533,5853.66,2.05,1.8,0.337,0.927,0.525,0.563,0.294,0.906,72.1
2026-03-18,CMP007,2799,950918,2915963,0.326,1168,332,5823.61,2.4,2.08,0.284,0.8,0.664,0.899,0.349,0.978,85.4
2026-03-19,CMP007,2962,1770826,4617219,0.384,1518,478,5132.54,1.95,1.73,0.315,0.847,0.517,0.683,0.484,0.794,83.3
2026-03-20,CMP007,3702,1284821,3155833,0.407,1554,497,8474.17,2.38,2.29,0.32,1.058,0.643,0.606,0.367,0.99,78.1
2026-03-21,CMP007,3512,1263682,4134141,0.306,1779,507,7467.61,1.97,2.13,0.285,1.004,0.607,0.612,0.416,0.704,82.2
2026-03-22,CMP007,2151,1543671,4264260,0.362,849,289,4780.49,2.53,2.22,0.34,0.615,0.631,0.773,0.541,0.817,74.3
2026-03-23,CMP007,3191,2030320,6888016,0.295,1241,381,7521.14,2.57,2.36,0.307,0.912,0.447,0.875,0.51,0.624,80.4
2026-03-24,CMP007,3462,1807738,5981073,0.302,1282,409,7285.22,2.7,2.1,0.319,0.989,0.493,0.866,0.599,0.99,72.8
2026-03-25,CMP007,2910,1840516,5503452,0.334,1254,340,5932.92,2.32,2.04,0.271,0.832,0.539,0.88,0.414,0.818,79.1
2026-03-26,CMP007,2370,826007,3022129,0.273,1013,268,5077.98,2.34,2.14,0.265,0.677,0.458,0.587,0.423,0.852,80.2
2026-03-27,CMP007,3444,1424745,3590999,0.397,1342,438,6342.97,2.57,1.84,0.326,0.984,0.45,0.878,0.539,0.887,83.5
2026-03-28,CMP007,3492,2958288,11013681,0.269,1803,514,5804.79,1.94,1.66,0.285,0.998,0.618,0.979,0.647,0.793,83.8
2026-03-29,CMP007,2830,2076899,6641073,0.313,1126,340,6263.2,2.51,2.21,0.302,0.809,0.432,0.893,0.429,0.99,85.4
2026-03-30,CMP007,2296,902585,2925693,0.309,1023,361,5353.19,2.24,2.33,0.353,0.656,0.665,0.954,0.567,0.949,88.8
2026-03-31,CMP007,2980,1783114,6021377,0.296,1568,495,7014.08,1.9,2.35,0.316,0.852,0.544,0.75,0.491,0.701,79.3
2026-04-01,CMP007,3072,2095989,7460856,0.281,1255,353,6023.05,2.45,1.96,0.281,0.878,0.431,0.93,0.443,0.747,72.9
2026-04-02,CMP007,2837,2394221,8504951,0.282,1107,348,5610.4,2.56,1.98,0.314,0.811,0.481,0.75,0.55,0.932,70.9
2026-04-03,CMP007,3260,1886148,5675996,0.332,1169,330,7261.7,2.79,2.23,0.282,0.932,0.532,0.97,0.563,0.677,76.0
2026-04-04,CMP007,2820,1065459,3276879,0.325,1255,402,5509.62,2.25,1.95,0.32,0.806,0.593,0.682,0.493,0.824,79.1
2026-04-05,CMP007,2704,2276581,5727947,0.397,1063,294,4889.91,2.54,1.81,0.277,0.773,0.441,0.795,0.74,0.712,71.7
2026-04-06,CMP007,4085,2743267,9914958,0.277,2019,601,9449.23,2.02,2.31,0.298,1.167,0.621,0.731,0.507,0.627,77.3
2026-04-07,CMP007,2832,1780576,4406345,0.404,1484,504,4573.49,1.91,1.61,0.34,0.809,0.506,0.866,0.728,0.866,78.8
2026-04-08,CMP007,3598,1357688,4919158,0.276,1712,484,7772.5,2.1,2.16,0.283,1.028,0.591,0.792,0.55,0.783,83.6
2026-04-09,CMP007,3400,1787527,4535727,0.394,1567,444,6324.89,2.17,1.86,0.283,0.971,0.654,0.739,0.652,0.782,84.0
2026-04-10,CMP007,4333,2334878,5730839,0.407,1815,554,9413.08,2.39,2.17,0.305,1.238,0.475,0.695,0.618,0.805,78.4
2026-04-11,CMP007,4285,1650350,5618123,0.294,1891,517,7587.52,2.27,1.77,0.273,1.224,0.532,0.458,0.555,0.705,75.0
2026-04-12,CMP007,2766,1960978,6365682,0.308,1164,356,4507.67,2.38,1.63,0.306,0.79,0.505,0.905,0.754,0.988,69.7
2026-04-13,CMP007,4346,3578378,10653125,0.336,1554,542,8920.17,2.8,2.05,0.349,1.242,0.561,0.806,0.791,0.697,74.3
2026-04-14,CMP007,3509,2987242,8567974,0.349,1331,453,7165.41,2.64,2.04,0.34,1.003,0.64,0.75,0.657,0.629,75.7
2026-04-15,CMP007,3615,1350175,4163952,0.324,1379,375,6702.61,2.62,1.85,0.272,1.033,0.533,0.648,0.827,0.757,70.0
2026-04-16,CMP007,4248,3505312,10041096,0.349,1904,538,7990.7,2.23,1.88,0.283,1.214,0.57,0.706,0.74,0.812,74.9
2026-04-17,CMP007,4147,2286788,7802857,0.293,1812,573,6949.14,2.29,1.68,0.316,1.185,0.5,0.855,0.683,0.676,81.6
2026-04-18,CMP007,3476,1661209,4716269,0.352,1474,451,8387.99,2.36,2.41,0.306,0.993,0.651,0.862,0.816,0.544,81.4
2026-04-19,CMP007,2504,2061427,5657221,0.364,967,268,4075.66,2.59,1.63,0.277,0.716,0.546,0.728,0.643,0.792,76.2
2026-04-20,CMP007,2866,2094376,6013960,0.348,1068,378,5077.61,2.68,1.77,0.354,0.819,0.667,0.638,0.684,0.827,78.7
2026-04-21,CMP007,3142,2312379,5984772,0.386,1045,285,6459.38,3.01,2.06,0.273,0.898,0.481,0.743,0.704,0.99,71.1
2026-04-22,CMP007,3572,1703420,4967391,0.343,1358,463,6238.07,2.63,1.75,0.341,1.021,0.648,0.802,0.778,0.767,73.3
2026-04-23,CMP007,4437,3716181,13061282,0.285,1758,597,6898.44,2.52,1.55,0.34,1.268,0.628,0.755,0.68,0.812,72.8
2026-04-24,CMP007,4352,1885934,5120662,0.368,1959,657,8295.2,2.22,1.91,0.335,1.244,0.622,0.887,0.908,0.557,74.7
2026-04-25,CMP007,3078,1541205,5125458,0.301,1416,442,5917.31,2.17,1.92,0.312,0.879,0.607,0.913,0.741,0.87,73.8
2026-04-26,CMP007,3937,3054889,8120766,0.376,1621,533,8297.22,2.43,2.11,0.329,1.125,0.564,0.837,0.855,0.577,73.7
2026-04-27,CMP007,3400,1589265,5061741,0.314,1260,364,6217.92,2.7,1.83,0.289,0.972,0.494,0.695,0.93,0.936,68.9
2026-04-28,CMP007,3031,2235524,7459189,0.3,1398,409,6274.04,2.17,2.07,0.293,0.866,0.673,0.926,0.93,0.885,76.5
2026-02-15,CMP008,3777,2550275,11379638,0.224,1265,381,6256.62,2.99,1.66,0.301,0.867,0.653,0.646,0.177,0.74,79.1
2026-02-16,CMP008,3459,1513560,5650097,0.268,1244,410,7295.82,2.78,2.11,0.33,0.794,0.601,0.99,0.055,0.895,91.7
2026-02-17,CMP008,3427,1959314,8350695,0.235,992,311,6189.98,3.45,1.81,0.314,0.787,0.606,0.737,0.078,0.673,86.9
2026-02-18,CMP008,4775,1914074,9155567,0.209,1661,572,7446.05,2.87,1.56,0.344,1.096,0.602,0.729,0.23,0.99,78.9
2026-02-19,CMP008,4094,1222126,8059203,0.152,1312,443,6302.47,3.12,1.54,0.338,0.94,0.554,0.8,0.299,0.78,80.8
2026-02-20,CMP008,3870,1726669,10342486,0.167,1350,373,7523.1,2.87,1.94,0.276,0.888,0.434,0.748,0.131,0.99,80.7
2026-02-21,CMP008,4989,1585541,9118067,0.174,1712,489,9475.14,2.91,1.9,0.286,1.145,0.523,0.893,0.221,0.837,89.7
2026-02-22,CMP008,4682,2099112,13166653,0.159,1742,597,7504.83,2.69,1.6,0.343,1.075,0.444,0.708,0.318,0.96,81.9
2026-02-23,CMP008,4489,3236265,16235924,0.199,1579,422,6540.45,2.84,1.46,0.267,1.03,0.408,0.961,0.335,0.789,82.5
2026-02-24,CMP008,3880,2366314,10593253,0.223,1234,382,5187.75,3.14,1.34,0.31,0.891,0.615,0.817,0.248,0.845,79.4
2026-02-25,CMP008,4576,1802802,7022473,0.257,1526,454,7663.89,3.0,1.67,0.298,1.05,0.642,0.85,0.143,0.94,88.1
2026-02-26,CMP008,3572,1656966,8501694,0.195,965,311,5842.21,3.7,1.64,0.322,0.82,0.527,0.51,0.253,0.703,75.7
2026-02-27,CMP008,5467,2834536,14135287,0.201,1999,670,11530.16,2.73,2.11,0.335,1.255,0.536,0.99,0.306,0.875,89.0
2026-02-28,CMP008,3728,2271080,9648183,0.235,1422,403,6248.56,2.62,1.68,0.283,0.856,0.612,0.636,0.409,0.985,82.5
2026-03-01,CMP008,2605,1084456,4279125,0.253,914,258,4328.34,2.85,1.66,0.282,0.598,0.467,0.873,0.416,0.922,85.9
2026-03-02,CMP008,3939,1549246,8045169,0.193,1534,518,7864.13,2.57,2.0,0.338,0.904,0.6,0.719,0.332,0.818,87.0
2026-03-03,CMP008,5577,3373347,14813292,0.228,1426,404,8575.04,3.91,1.54,0.283,1.28,0.532,0.854,0.246,0.895,78.1
2026-03-04,CMP008,4477,1474155,9380022,0.157,1736,537,6189.19,2.58,1.38,0.309,1.028,0.511,0.698,0.196,0.99,83.7
2026-03-05,CMP008,3039,1963267,8325296,0.236,915,285,5490.51,3.32,1.81,0.311,0.698,0.463,0.823,0.312,0.955,77.6
2026-03-06,CMP008,5577,3937162,16326467,0.241,1516,469,7445.76,3.68,1.34,0.309,1.28,0.482,0.733,0.29,0.906,77.4
2026-03-07,CMP008,4057,2892489,12281977,0.236,1068,349,5677.02,3.8,1.4,0.327,0.931,0.499,0.697,0.27,0.901,78.5
2026-03-08,CMP008,3490,1850247,7164116,0.258,1195,359,5902.45,2.92,1.69,0.3,0.801,0.528,0.531,0.311,0.925,83.9
2026-03-09,CMP008,3262,2403980,16075029,0.15,1037,301,4869.53,3.15,1.49,0.29,0.749,0.514,0.746,0.496,0.798,81.5
2026-03-10,CMP008,4843,3465244,12466546,0.278,1607,489,8143.75,3.01,1.68,0.304,1.112,0.574,0.642,0.281,0.758,81.1
2026-03-11,CMP008,5039,1712855,9510633,0.18,1454,467,7325.22,3.47,1.45,0.321,1.157,0.548,0.505,0.462,0.72,74.4
2026-03-12,CMP008,3353,1767969,11561027,0.153,1198,411,5366.72,2.8,1.6,0.343,0.77,0.53,0.99,0.484,0.886,86.8
2026-03-13,CMP008,4060,1442326,6857034,0.21,1101,298,6030.13,3.69,1.49,0.271,0.932,0.444,0.64,0.411,0.665,76.6
2026-03-14,CMP008,3236,1149085,6184730,0.186,872,291,5217.68,3.71,1.61,0.334,0.743,0.625,0.722,0.454,0.862,74.1
2026-03-15,CMP008,4659,1334209,7036688,0.19,1698,458,7608.35,2.74,1.63,0.27,1.069,0.449,0.813,0.423,0.682,83.9
2026-03-16,CMP008,3751,1156497,4337915,0.267,1353,382,7314.33,2.77,1.95,0.282,0.861,0.554,0.939,0.473,0.959,82.0
2026-03-17,CMP008,2561,1028146,3855817,0.267,871,261,4630.14,2.94,1.81,0.3,0.588,0.578,0.616,0.476,0.57,82.5
2026-03-18,CMP008,3823,2469148,11578475,0.213,1308,395,5149.81,2.92,1.35,0.302,0.878,0.407,0.811,0.422,0.582,77.9
2026-03-19,CMP008,3381,2064235,10863648,0.19,949,282,5066.5,3.56,1.5,0.297,0.776,0.44,0.698,0.398,0.931,76.2
2026-03-20,CMP008,3758,1625750,8559094,0.19,1144,383,5306.58,3.28,1.41,0.335,0.863,0.491,0.624,0.437,0.726,81.0
2026-03-21,CMP008,4291,1974053,10148152,0.195,1281,391,5881.55,3.35,1.37,0.305,0.985,0.449,0.889,0.554,0.69,82.5
2026-03-22,CMP008,3087,1523165,6646837,0.229,1116,370,5658.23,2.77,1.83,0.332,0.709,0.65,0.921,0.495,0.839,90.3
2026-03-23,CMP008,3159,1638149,6021912,0.272,1093,369,4107.59,2.89,1.3,0.338,0.725,0.568,0.657,0.393,0.787,81.7
2026-03-24,CMP008,3700,2104520,9181695,0.229,1229,333,6366.78,3.01,1.72,0.271,0.849,0.518,0.808,0.439,0.879,78.8
2026-03-25,CMP008,4670,1643685,8904075,0.185,1616,564,6319.39,2.89,1.35,0.349,1.072,0.635,0.712,0.573,0.904,77.1
2026-03-26,CMP008,2416,1574623,6121676,0.257,654,206,4653.24,3.69,1.93,0.315,0.555,0.582,0.99,0.497,0.801,86.1
2026-03-27,CMP008,3601,1218178,6729404,0.181,1180,320,6052.7,3.05,1.68,0.271,0.827,0.47,0.754,0.494,0.724,83.2
2026-03-28,CMP008,3447,2263003,9504303,0.238,1067,316,4229.89,3.23,1.23,0.296,0.791,0.582,0.917,0.581,0.888,76.2
2026-03-29,CMP008,4423,1968706,11882972,0.166,1257,389,6045.34,3.52,1.37,0.309,1.015,0.618,0.736,0.617,0.888,77.7
2026-03-30,CMP008,4001,2753735,11400172,0.242,1098,347,6358.37,3.64,1.59,0.316,0.918,0.616,0.74,0.65,0.964,81.5
2026-03-31,CMP008,3451,2426313,8969843,0.27,1040,358,4184.43,3.32,1.21,0.344,0.792,0.584,0.563,0.638,0.625,76.5
2026-04-01,CMP008,4074,1271991,5579418,0.228,1170,388,5819.87,3.48,1.43,0.332,0.935,0.5,0.99,0.585,0.744,85.5
2026-04-02,CMP008,3048,1591831,6861685,0.232,852,264,4658.49,3.58,1.53,0.31,0.7,0.486,0.776,0.501,0.737,79.4
2026-04-03,CMP008,4585,2716107,10177541,0.267,1128,340,7483.56,4.06,1.63,0.301,1.052,0.46,0.709,0.652,0.702,75.5
2026-04-04,CMP008,4035,2735781,9920055,0.276,1467,492,6044.33,2.75,1.5,0.335,0.926,0.486,0.743,0.7,0.734,78.8
2026-04-05,CMP008,4916,1636080,7175976,0.228,1523,515,6442.55,3.23,1.31,0.338,1.128,0.499,0.507,0.53,0.678,73.2
2026-04-06,CMP008,3804,2805643,12817225,0.219,1152,378,4685.54,3.3,1.23,0.328,0.873,0.582,0.876,0.685,0.689,74.8
2026-04-07,CMP008,4078,1933415,7398740,0.261,1041,315,5988.42,3.92,1.47,0.303,0.936,0.501,0.605,0.678,0.841,72.1
2026-04-08,CMP008,5577,2233398,13417356,0.166,1366,420,7579.67,4.08,1.36,0.307,1.28,0.588,0.572,0.721,0.782,78.4
2026-04-09,CMP008,4152,2305471,10954558,0.21,1326,387,4808.4,3.13,1.16,0.292,0.953,0.506,0.718,0.678,0.793,69.4
2026-04-10,CMP008,5336,3805863,19250141,0.198,1185,412,8812.39,4.5,1.65,0.348,1.225,0.629,0.63,0.817,0.755,69.8
2026-04-11,CMP008,5201,3298904,13170437,0.25,1542,457,8171.09,3.37,1.57,0.296,1.194,0.604,0.936,0.793,0.85,79.8
2026-04-12,CMP008,3478,2286543,8941819,0.256,884,308,4129.55,3.93,1.19,0.348,0.798,0.527,0.873,0.808,0.764,69.1
2026-04-13,CMP008,4214,2694817,17501961,0.154,1395,435,5462.74,3.02,1.3,0.312,0.967,0.619,0.977,0.704,0.607,76.0
2026-04-14,CMP008,3866,1896585,12229209,0.155,1211,401,4324.56,3.19,1.12,0.331,0.887,0.493,0.984,0.788,0.866,68.8
2026-04-15,CMP008,5110,2241658,10841144,0.207,1340,429,6204.94,3.81,1.21,0.32,1.173,0.427,0.73,0.79,0.809,72.4
2026-04-16,CMP008,3970,1564162,5922762,0.264,963,287,5402.64,4.12,1.36,0.298,0.911,0.543,0.867,0.835,0.642,74.0
2026-04-17,CMP008,4125,2464741,14983204,0.165,1223,360,5078.79,3.37,1.23,0.294,0.947,0.563,0.99,0.835,0.701,73.8
2026-04-18,CMP008,4051,1588750,9813451,0.162,1379,436,6402.25,2.94,1.58,0.316,0.93,0.462,0.916,0.826,0.748,73.5
2026-04-19,CMP008,3603,1581356,9378284,0.169,1124,362,5435.51,3.21,1.51,0.322,0.827,0.485,0.898,0.666,0.782,80.3
2026-04-20,CMP008,5226,3632746,22236971,0.163,1262,342,7905.19,4.14,1.51,0.271,1.2,0.531,0.788,0.756,0.853,68.2
2026-04-21,CMP008,4891,3088287,13941271,0.222,1512,485,5932.01,3.23,1.21,0.321,1.123,0.551,0.707,0.86,0.837,69.7
2026-04-22,CMP008,4888,2577489,13925636,0.185,1563,521,5822.63,3.13,1.19,0.333,1.122,0.456,0.958,0.93,0.725,76.6
2026-04-23,CMP008,5278,2011466,14274766,0.141,1605,458,9543.99,3.29,1.81,0.285,1.211,0.562,0.99,0.783,0.92,82.0
2026-04-24,CMP008,5165,1831264,11356856,0.161,1265,421,7283.28,4.08,1.41,0.333,1.186,0.544,0.774,0.72,0.849,68.5
2026-04-25,CMP008,3808,2759427,10030072,0.275,1244,409,4521.25,3.06,1.19,0.329,0.874,0.42,0.76,0.901,0.805,73.5
2026-02-05,CMP009,5285,2794434,6119173,0.457,3442,1893,9377.29,1.54,1.77,0.55,0.949,0.684,0.593,0.275,0.941,84.7
2026-02-06,CMP009,4772,1460822,3824478,0.382,2990,1580,11142.47,1.6,2.33,0.528,0.857,0.767,0.943,0.196,0.732,93.5
2026-02-07,CMP009,5061,2467316,5648153,0.437,3546,1829,10134.96,1.43,2.0,0.516,0.908,0.654,0.938,0.207,0.95,91.7
2026-02-08,CMP009,5811,1806237,5132385,0.352,4212,2067,15443.66,1.38,2.66,0.491,1.043,0.66,0.815,0.115,0.99,97.6
2026-02-09,CMP009,5344,2918115,6408675,0.455,3369,1723,10029.78,1.59,1.88,0.511,0.959,0.542,0.716,0.103,0.721,95.3
2026-02-10,CMP009,5850,1979721,5145101,0.385,3251,1715,13679.54,1.8,2.34,0.528,1.05,0.614,0.85,0.252,0.886,93.3
2026-02-11,CMP009,4275,1241767,2929981,0.424,2706,1488,10434.94,1.58,2.44,0.55,0.767,0.736,0.888,0.128,0.717,89.9
2026-02-12,CMP009,6420,3570244,7474671,0.478,4008,1970,14323.13,1.6,2.23,0.492,1.152,0.582,0.845,0.138,0.811,93.9
2026-02-13,CMP009,7131,3742499,8034056,0.466,5162,2500,13441.64,1.38,1.88,0.484,1.28,0.6,0.829,0.358,0.802,89.0
2026-02-14,CMP009,6592,2542895,6278510,0.405,4355,2145,12997.76,1.51,1.97,0.493,1.183,0.719,0.909,0.118,0.892,92.2
2026-02-15,CMP009,5830,2644933,5605643,0.472,3501,1873,13394.76,1.67,2.3,0.535,1.046,0.531,0.734,0.186,0.947,86.8
